index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
2131,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,313499.747664072,Büyük Şehir,Elektronik ve Teknolojik Ürünler,5947.3999380188,14.876075733098,Etmiyor,obek_3,20.0794560106146
2132,Erkek,31-40,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,222564.48967802,Büyük Şehir,Spor Malzemeleri,4094.44563103728,10.1369717174657,Etmiyor,obek_5,108.105537710987
2133,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,341388.794105374,Küçük Şehir,Ev ve Mobilya,24990.0589454126,19.5221294854425,Etmiyor,obek_7,88.5521905294159
2134,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,226643.517828383,Küçük Şehir,Ev ve Mobilya,3343.38105182959,10.0675843158418,Etmiyor,obek_5,104.816890112959
2135,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,231494.713239195,Köy veya Kasaba,Kozmetik,5240.71988866468,4.09461066447517,Etmiyor,obek_1,11.260369500893
2136,Erkek,31-40,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,210548.516381055,Büyük Şehir,Elektronik ve Teknolojik Ürünler,3279.92856986012,8.22876437651774,Etmiyor,obek_5,86.7737362348832
2137,Erkek,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,182544.083751467,Küçük Şehir,Spor Malzemeleri,6583.37716587948,14.3855494321283,Etmiyor,obek_3,19.8926160669509
2138,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,1045813.48014487,Büyük Şehir,Ev ve Mobilya,35154.5463380057,35.7319715056204,Etmiyor,obek_4,96.3256716168487
2139,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,228896.887685759,Büyük Şehir,Ev ve Mobilya,8252.15504891373,44.6833607504765,Ediyor,obek_8,129.44909218983
2140,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,269535.324018878,Küçük Şehir,Spor Malzemeleri,8918.67755776859,46.328550854356,Ediyor,obek_8,171.321288442006
2141,Kadın,41-50,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,356103.791580328,Büyük Şehir,Kozmetik,24037.6804069631,17.6860101795425,Etmiyor,obek_7,106.1992122376
2142,Kadın,18-30,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,176506.624190411,Kırsal,Giyim,3857.13654656236,15.6321022647316,Etmiyor,obek_2,59.4732778570252
2143,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,341967.891965543,Küçük Şehir,Elektronik ve Teknolojik Ürünler,26275.4921291966,19.2196325440293,Etmiyor,obek_7,103.744059784253
2144,Erkek,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,683190.399009437,Büyük Şehir,Ev ve Mobilya,33257.0178517387,39.9457796562892,Etmiyor,obek_4,105.372230900929
2145,Erkek,31-40,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,352872.483004014,Küçük Şehir,Spor Malzemeleri,7278.79543339641,15.9173658119313,Etmiyor,obek_3,23.0572429780537
2146,Kadın,41-50,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,194804.697764141,Küçük Şehir,Ev ve Mobilya,4234.19554201189,17.6467153756377,Etmiyor,obek_2,41.5345079768301
2147,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,323645.668512256,Küçük Şehir,Giyim,6789.38105603111,16.5725610023246,Etmiyor,obek_3,17.6993295390719
2148,Erkek,41-50,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,229669.528930257,Küçük Şehir,Giyim,5582.1468821381,6.50791526526292,Etmiyor,obek_1,9.59618635387883
2149,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,338083.589074062,Küçük Şehir,Giyim,30433.9085243984,20.4304727149958,Etmiyor,obek_7,93.0578689667668
2150,Kadın,51-60,Evli,Eğitimsiz,Kendi İşinin Sahibi,163380.279457498,Köy veya Kasaba,Giyim,5836.29154835585,6.02252554094466,Etmiyor,obek_1,6.02252554094466
2151,Erkek,51-60,Bekar,Lise Mezunu,Kendi İşinin Sahibi,249626.469632088,Köy veya Kasaba,Giyim,5853.4436024392,9.20137737639925,Etmiyor,obek_1,9.20137737639925
2152,Erkek,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,296495.829509367,Büyük Şehir,Giyim,6535.98654706048,16.2756868342997,Etmiyor,obek_3,23.1056088083834
2153,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,244918.893854449,Büyük Şehir,Kozmetik,8950.54246066898,40.5708402422143,Ediyor,obek_8,127.283437447762
2154,Erkek,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,214538.014277323,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7153.50810189238,15.2283102037755,Etmiyor,obek_3,24.9477393407657
2155,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,351991.039018927,Küçük Şehir,Ev ve Mobilya,26935.2006404751,20.503088555545,Etmiyor,obek_7,92.1059950238655
2156,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,191764.046500721,Büyük Şehir,Spor Malzemeleri,3970.40502370963,8.40796290582595,Etmiyor,obek_5,102.021230579036
2157,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,879621.2351853,Büyük Şehir,Spor Malzemeleri,31206.0096972752,41.5653871381789,Etmiyor,obek_4,88.6758501312663
2158,Kadın,51-60,Evli,Doktora Ötesi,Emekli,474941.047466141,Köy veya Kasaba,Ev ve Mobilya,40031.6540740864,29.4977236853861,Etmiyor,obek_6,50.3667850433671
2159,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,350978.051334706,Küçük Şehir,Ev ve Mobilya,27307.8954478375,20.2758532700564,Etmiyor,obek_7,92.9326309369203
2160,Erkek,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,336158.474110976,Köy veya Kasaba,Spor Malzemeleri,6922.3209942142,14.4880856561548,Etmiyor,obek_3,22.5170838798681
2161,Erkek,31-40,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,448471.29504706,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6624.92593391175,14.3975627866825,Etmiyor,obek_3,18.7061614142087
2162,Kadın,51-60,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,471750.740114041,Köy veya Kasaba,Giyim,45156.458992058,29.8692612825292,Etmiyor,obek_6,50.7175767630913
2163,Erkek,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,803980.018457197,Küçük Şehir,Kozmetik,35028.3207857611,36.9575150109722,Etmiyor,obek_4,89.5772623265966
2164,Erkek,51-60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,214883.284818439,Köy veya Kasaba,Giyim,6363.78098867411,16.6042652268928,Etmiyor,obek_3,20.6343860523818
2165,Kadın,51-60,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,155329.218818891,Kırsal,Spor Malzemeleri,4350.79380439385,18.8431464870458,Etmiyor,obek_2,60.7843150302452
2166,Kadın,18-30,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,187312.634339149,Büyük Şehir,Kozmetik,4935.76967153187,7.28136785097249,Etmiyor,obek_1,10.9150292836706
2167,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,250554.72591168,Köy veya Kasaba,Ev ve Mobilya,8913.89558950239,55.5126158567704,Ediyor,obek_8,152.219524171308
2168,Erkek,18-30,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,200263.26596903,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6875.65848452025,17.4207116750296,Ediyor,obek_3,24.1492467961877
2169,Erkek,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,170578.507461354,Büyük Şehir,Ev ve Mobilya,5464.89411722654,8.61134570796545,Etmiyor,obek_1,8.91483085710248
2170,Kadın,41-50,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,260490.151370419,Küçük Şehir,Kozmetik,5825.19024649587,4.49395407308317,Etmiyor,obek_1,10.0768773529514
2171,Erkek,>60,Evli,Üniversite Mezunu,Emekli,489928.860186393,Köy veya Kasaba,Spor Malzemeleri,37285.4919589492,31.4845949076425,Etmiyor,obek_6,54.3531451730885
2172,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,823675.799988116,Büyük Şehir,Giyim,34799.7406068288,44.7402170100847,Etmiyor,obek_4,96.7667694958075
2173,Kadın,>60,Evli,Üniversite Mezunu,Emekli,480360.324208137,Kırsal,Ev ve Mobilya,44394.0781782659,31.6874660259728,Etmiyor,obek_6,53.5370963786824
2174,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,295940.117552168,Büyük Şehir,Spor Malzemeleri,9540.7434233263,46.5791162941506,Ediyor,obek_8,193.091476795497
2175,Erkek,>60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,221312.696233269,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,4022.68159602642,11.2972355666026,Ediyor,obek_5,106.308599334291
2176,Kadın,41-50,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,158672.738422103,Küçük Şehir,Giyim,3608.02895980025,16.8828587946322,Etmiyor,obek_2,41.5721895132914
2177,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,237341.295262602,Küçük Şehir,Giyim,9494.59732732287,59.859334064816,Ediyor,obek_8,157.190312877501
2178,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,364887.7235746,Küçük Şehir,Giyim,4991.61037836924,6.59993444418274,Etmiyor,obek_6,10.7800773809079
2179,Kadın,31-40,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,173212.039300822,Büyük Şehir,Spor Malzemeleri,3878.00431428003,21.047286001609,Etmiyor,obek_6,49.5618716089753
2180,Erkek,>60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,486833.506754429,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,37840.8785864908,27.0145982042103,Etmiyor,obek_6,39.0418438852782
2181,Kadın,>60,Evli,Üniversite Mezunu,Emekli,480791.068036382,Kırsal,Spor Malzemeleri,41274.1915872489,29.7628235756295,Etmiyor,obek_6,45.0094541612221
2182,Erkek,31-40,Evli,Lise Mezunu,Emekli,215896.033926218,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6215.24409825608,13.0365747613036,Etmiyor,obek_3,22.1349440734843
2183,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,269099.322757109,Büyük Şehir,Ev ve Mobilya,8884.33700732476,49.1453628236185,Ediyor,obek_8,122.832910875097
2184,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,272519.11078367,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8420.93326812395,47.7780141268408,Ediyor,obek_8,177.113717705912
2185,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,146016.727606549,Küçük Şehir,Ev ve Mobilya,3625.52775023127,19.9120775448125,Etmiyor,obek_2,50.5755661596101
2186,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,265208.152998639,Büyük Şehir,Ev ve Mobilya,8066.1483531112,50.7317579554722,Ediyor,obek_8,222.190731155112
2187,Erkek,18-30,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,787436.02222244,Büyük Şehir,Ev ve Mobilya,34910.065883873,36.5940446659123,Etmiyor,obek_4,104.64401585966
2188,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,229322.135715094,Küçük Şehir,Kozmetik,9942.86659558885,50.4392813328543,Ediyor,obek_8,100.594420887469
2189,Kadın,18-30,Evli,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,278781.38869462,Büyük Şehir,Kozmetik,8084.53536744263,47.8534411773716,Ediyor,obek_8,178.65099331908
2190,Kadın,18-30,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,217554.688778473,Büyük Şehir,Giyim,5097.39610997063,10.2260600596629,Etmiyor,obek_1,10.2260600596629
2191,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,363319.355322207,Büyük Şehir,Ev ve Mobilya,23194.0129663877,21.0821530587459,Etmiyor,obek_7,88.1306203484412
2192,Erkek,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,326767.280779122,Küçük Şehir,Giyim,7429.18613019489,12.0764699094231,Etmiyor,obek_3,12.0764699094231
2193,Kadın,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,484044.252788594,Köy veya Kasaba,Giyim,45172.1978428229,32.5092774518025,Etmiyor,obek_6,52.0184346041267
2194,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,239080.059626402,Köy veya Kasaba,Giyim,3740.44534813262,10.3001546770427,Etmiyor,obek_5,87.5407042860445
2195,Erkek,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,375896.940012914,Büyük Şehir,Spor Malzemeleri,31934.3992202049,24.8627286356594,Etmiyor,obek_7,104.796242057905
2196,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,886604.53137572,Büyük Şehir,Spor Malzemeleri,33626.3164099676,43.8584780933629,Etmiyor,obek_4,83.120195338753
2197,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,580668.25796055,Büyük Şehir,Spor Malzemeleri,6149.08350524503,14.9676574923142,Etmiyor,obek_3,19.0191063025371
2198,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,199705.130277312,Büyük Şehir,Elektronik ve Teknolojik Ürünler,4780.2571206425,10.9648233523845,Ediyor,obek_5,130.094551785548
2199,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,478707.257669136,Kırsal,Spor Malzemeleri,40706.5038185394,33.2916913845516,Etmiyor,obek_6,52.1089212594198
2200,Erkek,18-30,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,298156.184206082,Büyük Şehir,Giyim,7341.11363916357,12.9546466044908,Etmiyor,obek_3,16.3888679325325
2201,Erkek,>60,Evli,Lise Mezunu,Emekli,223508.847535337,Köy veya Kasaba,Spor Malzemeleri,6514.97606696851,15.7497079811462,Etmiyor,obek_3,22.4632566330311
2202,Erkek,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,335228.145591477,Büyük Şehir,Elektronik ve Teknolojik Ürünler,27843.2648087053,19.8277106022657,Etmiyor,obek_7,84.4031956755991
2203,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,260557.344839536,Büyük Şehir,Ev ve Mobilya,8363.34666917079,43.0233300248761,Ediyor,obek_8,102.063173615331
2204,Kadın,41-50,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,150256.891438167,Küçük Şehir,Ev ve Mobilya,4391.59103720401,18.0296033786855,Etmiyor,obek_7,62.03799948218
2205,Kadın,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,240647.121842284,Büyük Şehir,Spor Malzemeleri,8992.89260271029,45.2752156177215,Ediyor,obek_1,187.393477468319
2206,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,188769.656356811,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4340.51703990418,9.45802371023753,Etmiyor,obek_5,84.7042895964246
2207,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,233191.529404232,Köy veya Kasaba,Giyim,9711.44866149259,43.5826776875592,Ediyor,obek_8,154.648731111754
2208,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,476487.863750488,Köy veya Kasaba,Spor Malzemeleri,38751.6152256936,31.8736659394926,Etmiyor,obek_6,46.5841916643813
2209,Erkek,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,846722.219448346,Büyük Şehir,Giyim,34917.4761330399,38.1490408426886,Etmiyor,obek_4,100.491847102763
2210,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,284780.693862754,Küçük Şehir,Ev ve Mobilya,7163.88979767206,14.5842597279264,Etmiyor,obek_3,22.4271004125751
2211,Erkek,>60,Bekar,Lise Mezunu,Kendi İşinin Sahibi,311357.152885452,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6883.33358282895,12.3534115261246,Etmiyor,obek_3,17.279899442981
2212,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,233091.207543098,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3578.01638667309,11.0220553898776,Etmiyor,obek_5,118.655046119632
2213,Erkek,>60,Evli,Üniversite Mezunu,Emekli,487602.580036268,Köy veya Kasaba,Ev ve Mobilya,41096.5728597983,27.1519069219866,Etmiyor,obek_6,45.2661855455833
2214,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,242195.676947916,Küçük Şehir,Giyim,10031.2137114699,50.4297698774363,Ediyor,obek_8,139.541956146015
2215,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,230437.57816654,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4268.94066221068,9.74706656560854,Etmiyor,obek_5,102.100914166205
2216,Erkek,>60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,246502.950718383,Kırsal,Elektronik ve Teknolojik Ürünler,7404.63263244294,14.2382512228462,Etmiyor,obek_3,16.582848595045
2217,Erkek,41-50,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,327988.26827708,Büyük Şehir,Ev ve Mobilya,30641.1115621209,21.2180973491722,Ediyor,obek_7,105.568562652187
2218,Kadın,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,274334.22196209,Köy veya Kasaba,Kozmetik,9621.73376479953,55.5946012128554,Ediyor,obek_8,196.926958317996
2219,Erkek,51-60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,247451.087778557,Küçük Şehir,Spor Malzemeleri,3881.74078065848,9.37832887131001,Etmiyor,obek_5,99.6820252879399
2220,Kadın,18-30,Bekar,Eğitimsiz,Kendi İşinin Sahibi,161105.719525034,Kırsal,Kozmetik,4818.50776401096,0.759327597121189,Etmiyor,obek_1,9.64010381811905
2221,Erkek,>60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,362304.162010885,Küçük Şehir,Ev ve Mobilya,25348.7091637129,22.2117282524716,Etmiyor,obek_7,92.2519319417722
2222,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,364394.910062761,Büyük Şehir,Spor Malzemeleri,6242.90639716347,16.2168868679217,Etmiyor,obek_3,22.3189832370054
2223,Kadın,18-30,Evli,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,214723.018813732,Küçük Şehir,Giyim,8919.05757329989,48.171569749486,Ediyor,obek_8,174.426341572179
2224,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,205717.78550555,Köy veya Kasaba,Spor Malzemeleri,3874.78462388528,8.08170069612767,Etmiyor,obek_5,118.479004186274
2225,Kadın,18-30,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,510724.592836077,Büyük Şehir,Spor Malzemeleri,33697.5279655807,46.2364975467019,Etmiyor,obek_4,86.1833133154392
2226,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,290999.857239003,Kırsal,Giyim,5103.86598310912,4.44314313547972,Etmiyor,obek_1,9.18500278208252
2227,Erkek,>60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,164965.678235328,Küçük Şehir,Spor Malzemeleri,3903.38586628449,9.75622750340033,Etmiyor,obek_5,107.573328727695
2228,Kadın,31-40,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,162580.270834115,Köy veya Kasaba,Giyim,4954.51496805904,7.76387884140991,Etmiyor,obek_4,8.89543046724926
2229,Kadın,31-40,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,355620.546030199,Küçük Şehir,Spor Malzemeleri,29144.8576024883,18.7617654980799,Etmiyor,obek_7,95.4839811267846
2230,Kadın,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,111356.104175684,Küçük Şehir,Ev ve Mobilya,3402.31135384847,16.7523574130572,Etmiyor,obek_2,37.2893990125838
2231,Kadın,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,714433.579358637,Kırsal,Spor Malzemeleri,30477.188689698,36.6568251091621,Etmiyor,obek_4,107.885563205323
2232,Erkek,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,360532.031226654,Küçük Şehir,Elektronik ve Teknolojik Ürünler,27368.4568463554,20.22066789593,Etmiyor,obek_7,78.0813434909615
2233,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,269949.256992303,Büyük Şehir,Ev ve Mobilya,9684.74871186392,55.279342167544,Ediyor,obek_8,155.262052759832
2234,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,228362.510786811,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4021.35353858555,9.60069870432658,Etmiyor,obek_5,94.9255829119336
2235,Kadın,41-50,Evli,Eğitimsiz,Kendi İşinin Sahibi,153739.275669146,Kırsal,Ev ve Mobilya,4548.48003525201,20.6209871880463,Etmiyor,obek_2,43.0999424065648
2236,Erkek,31-40,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,380083.827643525,Küçük Şehir,Ev ve Mobilya,6391.0441363643,14.8170769186489,Etmiyor,obek_3,21.6228877867113
2237,Kadın,41-50,Evli,Doktora Mezunu,İşsiz veya Düzenli Bir İşi Yok,114298.155400487,Büyük Şehir,Giyim,3903.61620189591,21.4144209612069,Etmiyor,obek_2,58.3721030837986
2238,Erkek,31-40,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,241082.405411522,Köy veya Kasaba,Ev ve Mobilya,4291.14753519313,9.94539569583115,Etmiyor,obek_5,110.216476596765
2239,Kadın,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,511980.774999335,Köy veya Kasaba,Ev ve Mobilya,39253.0247072035,31.8787270735465,Etmiyor,obek_6,48.3130056081851
2240,Kadın,41-50,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,214209.274271038,Küçük Şehir,Kozmetik,5830.13914160597,3.87647120618821,Etmiyor,obek_1,13.9327433251427
2241,Kadın,18-30,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,263400.95065993,Büyük Şehir,Elektronik ve Teknolojik Ürünler,9099.59315166688,50.0330726451556,Ediyor,obek_8,177.231366453208
2242,Kadın,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,142283.39500926,Kırsal,Giyim,5055.66677600173,4.50244342887529,Etmiyor,obek_6,9.34894469553348
2243,Kadın,18-30,Bekar,Doktora Ötesi,Kendi İşinin Sahibi,974028.463333848,Büyük Şehir,Elektronik ve Teknolojik Ürünler,35609.5803066282,48.7076370111497,Etmiyor,obek_4,113.938101658286
2244,Kadın,>60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,171585.844127117,Küçük Şehir,Kozmetik,4373.16544085763,28.4835534227114,Etmiyor,obek_2,46.5952220004442
2245,Kadın,31-40,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,377851.354662987,Büyük Şehir,Ev ve Mobilya,29927.2431200142,17.7045432889386,Etmiyor,obek_7,103.414145796614
2246,Kadın,51-60,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,146829.978500636,Köy veya Kasaba,Giyim,4506.32000943868,16.4761429920462,Etmiyor,obek_2,31.5711354967699
2247,Kadın,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,348161.742899076,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,6856.071857062,14.6113852052677,Etmiyor,obek_3,18.3666073061588
2248,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,229780.892903951,Kırsal,Giyim,4922.19760018945,3.69605163631795,Etmiyor,obek_1,10.5524166610453
